env,lr,discount,epsilon,min_eps,states_size,episodes,monitor_reward_eps,display,img_folder,seed,duration_sec,last_reward,mean_rewards
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.0,"[10, 100]",5000,10,False,imgs,2019,21.905747890472412,-200.0,-199.6046
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.0,"[15, 80]",5000,10,False,imgs,2019,22.02406930923462,-200.0,-199.3524
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.0,"[10, 200]",5000,10,False,imgs,2019,21.739614725112915,-168.7,-198.978
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.1,"[5, 50]",5000,10,False,imgs,2019,21.667478561401367,-200.0,-200.0
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.1,"[10, 100]",5000,10,False,imgs,2019,21.647433280944824,-199.0,-199.86720000000003
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.1,"[15, 80]",5000,10,False,imgs,2019,21.740180730819702,-200.0,-199.9206
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.9,0.1,"[10, 200]",5000,10,False,imgs,2019,21.75332546234131,-200.0,-199.5816
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.0,"[5, 50]",5000,10,False,imgs,2019,21.803232908248898,-200.0,-199.8154
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.0,"[10, 100]",5000,10,False,imgs,2019,21.77437806129456,-192.9,-199.4438
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.0,"[15, 80]",5000,10,False,imgs,2019,21.76424551010132,-200.0,-199.1472
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.0,"[10, 200]",5000,10,False,imgs,2019,21.706488132476807,-188.3,-198.9542
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.1,"[5, 50]",5000,10,False,imgs,2019,21.81444215774536,-200.0,-199.9932
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.1,"[10, 100]",5000,10,False,imgs,2019,21.747039318084717,-199.4,-199.911
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.1,"[15, 80]",5000,10,False,imgs,2019,21.69481110572815,-200.0,-199.9092
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.9,0.99,0.1,"[10, 200]",5000,10,False,imgs,2019,21.771847009658813,-182.3,-199.5798
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.0,"[5, 50]",5000,10,False,imgs,2019,22.39947509765625,-200.0,-199.6376
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.0,"[10, 100]",5000,10,False,imgs,2019,22.020362615585327,-172.1,-198.1536
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.0,"[15, 80]",5000,10,False,imgs,2019,22.42055082321167,-189.5,-198.7012
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.0,"[10, 200]",5000,10,False,imgs,2019,22.06529307365417,-192.9,-197.5346
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.1,"[5, 50]",5000,10,False,imgs,2019,22.375110149383545,-200.0,-199.983
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.1,"[10, 100]",5000,10,False,imgs,2019,22.280818939208984,-186.3,-199.5552
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.1,"[15, 80]",5000,10,False,imgs,2019,22.521098852157593,-198.0,-199.37400000000002
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.8,0.1,"[10, 200]",5000,10,False,imgs,2019,22.677829027175907,-199.5,-199.4872
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.0,"[5, 50]",5000,10,False,imgs,2019,21.981887340545654,-183.8,-199.5922
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.0,"[10, 100]",5000,10,False,imgs,2019,21.859095335006714,-171.2,-198.0954
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.0,"[15, 80]",5000,10,False,imgs,2019,22.2879900932312,-164.0,-198.2198
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.0,"[10, 200]",5000,10,False,imgs,2019,21.871925592422485,-195.3,-198.35
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.1,"[5, 50]",5000,10,False,imgs,2019,21.986268043518066,-200.0,-199.9874
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.1,"[10, 100]",5000,10,False,imgs,2019,21.838306427001953,-189.3,-199.71
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.1,"[15, 80]",5000,10,False,imgs,2019,21.830310583114624,-200.0,-199.6688
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.9,0.1,"[10, 200]",5000,10,False,imgs,2019,21.93798565864563,-189.3,-199.2582
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.0,"[5, 50]",5000,10,False,imgs,2019,21.688451290130615,-200.0,-199.6702
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.0,"[10, 100]",5000,10,False,imgs,2019,21.79809665679932,-140.1,-198.1428
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.0,"[15, 80]",5000,10,False,imgs,2019,21.650386095047,-168.0,-198.4952
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.0,"[10, 200]",5000,10,False,imgs,2019,21.871165037155148,-190.8,-198.8702
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.1,"[5, 50]",5000,10,False,imgs,2019,21.61377787590027,-200.0,-200.0
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.1,"[10, 100]",5000,10,False,imgs,2019,21.655726671218872,-200.0,-199.6554
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.1,"[15, 80]",5000,10,False,imgs,2019,21.58076000213623,-197.7,-199.665
<TimeLimit<MountainCarEnv<MountainCar-v0>>>,0.3,0.99,0.99,0.1,"[10, 200]",5000,10,False,imgs,2019,21.610110998153687,-199.5,-199.559
